#,Date-Time (CST),Ch: 1 - Temperature   (°C),Ch: 2 - Light   (lux),Button Down,Button Up,Host Connected,End of File
1,07/02/2021 11:32:35,37.79,39700.48,,,,
2,07/02/2021 11:47:35,38.82,53207.04,,,,
3,07/02/2021 12:02:35,40.24,52674.56,,,,
4,07/02/2021 12:17:35,37.79,41297.92,,,,
5,07/02/2021 12:32:35,40.15,77434.88,,,,
6,07/02/2021 12:47:35,38.78,50094.08,,,,
7,07/02/2021 13:02:35,41.05,81182.72,,,,
8,07/02/2021 13:17:35,49.03,142131.20,,,,
9,07/02/2021 13:32:35,45.60,70369.28,,,,
10,07/02/2021 13:47:35,40.50,51322.88,,,,
11,07/02/2021 14:02:35,42.98,61276.16,,,,
12,07/02/2021 14:17:35,39.85,45916.16,,,,
13,07/02/2021 14:32:35,37.54,39372.80,,,,
14,07/02/2021 14:47:35,35.82,35328.00,,,,
15,07/02/2021 15:02:35,32.60,27688.96,,,,
16,07/02/2021 15:17:35,31.96,25763.84,,,,
17,07/02/2021 15:32:35,32.69,32092.16,,,,
18,07/02/2021 15:47:35,32.99,21626.88,,,,
19,07/02/2021 16:02:35,30.54,12707.84,,,,
20,07/02/2021 16:17:35,26.38,24842.24,,,,
21,07/02/2021 16:32:35,24.62,13306.88,,,,
22,07/02/2021 16:47:35,22.95,5762.56,,,,
23,07/02/2021 17:02:35,22.86,6978.56,,,,
24,07/02/2021 17:17:35,22.52,5557.76,,,,
25,07/02/2021 17:32:35,22.26,3973.12,,,,
26,07/02/2021 17:47:35,22.13,4088.32,,,,
27,07/02/2021 18:02:35,21.92,3782.40,,,,
28,07/02/2021 18:17:35,21.96,4153.60,,,,
29,07/02/2021 18:32:35,22.18,4514.56,,,,
30,07/02/2021 18:47:35,22.39,5770.24,,,,
31,07/02/2021 19:02:35,22.78,7093.76,,,,
32,07/02/2021 19:17:35,22.82,6405.12,,,,
33,07/02/2021 19:32:35,23.03,8204.80,,,,
34,07/02/2021 19:47:35,23.12,8314.88,,,,
35,07/02/2021 20:02:35,22.65,7531.52,,,,
36,07/02/2021 20:17:35,23.81,9689.60,,,,
