obs,field,plot,Date-Time (CST),temperature,light
1,dryland,C,7/2/2021 11:23,38.56,62238.72
3,dryland,C,7/2/2021 11:38,33.55,49704.96
4,dryland,C,7/2/2021 11:53,36.63,80199.68
5,dryland,C,7/2/2021 12:08,33.2,46755.84
6,dryland,C,7/2/2021 12:23,32.64,47841.28
7,dryland,C,7/2/2021 12:38,36.46,64757.76
8,dryland,C,7/2/2021 12:53,34.36,57815.04
9,dryland,C,7/2/2021 13:08,37.79,90439.68
10,dryland,C,7/2/2021 13:23,46.84,151142.4
11,dryland,C,7/2/2021 13:38,36.76,53841.92
12,dryland,C,7/2/2021 13:53,36.51,66375.68
13,dryland,C,7/2/2021 14:08,37.02,69201.92
14,dryland,C,7/2/2021 14:23,35.52,51589.12
15,dryland,C,7/2/2021 14:38,33.25,38348.8
16,dryland,C,7/2/2021 14:53,31.01,33802.24
17,dryland,C,7/2/2021 15:08,29.9,30699.52
18,dryland,C,7/2/2021 15:23,30.2,34416.64
19,dryland,C,7/2/2021 15:38,30.76,31651.84
20,dryland,C,7/2/2021 15:53,29.64,18283.52
21,dryland,C,7/2/2021 16:08,27.32,11863.04
22,dryland,C,7/2/2021 16:23,25.31,25384.96
23,dryland,C,7/2/2021 16:38,23.55,7813.12
24,dryland,C,7/2/2021 16:53,23.08,5913.6
25,dryland,C,7/2/2021 17:08,23.03,6702.08
26,dryland,C,7/2/2021 17:23,22.56,4975.36
27,dryland,C,7/2/2021 17:38,22.35,4381.44
28,dryland,C,7/2/2021 17:53,22.18,3654.4
29,dryland,C,7/2/2021 18:08,22.09,3412.48
30,dryland,C,7/2/2021 18:23,22.22,3939.84
31,dryland,C,7/2/2021 18:38,22.35,4835.84
32,dryland,C,7/2/2021 18:53,22.48,5998.08
33,dryland,C,7/2/2021 19:08,22.65,6126.08
34,dryland,C,7/2/2021 19:23,22.73,5977.6
35,dryland,C,7/2/2021 19:38,23.03,8296.96
36,dryland,C,7/2/2021 19:53,22.78,6717.44
37,dryland,C,7/2/2021 20:08,22.65,7037.44
38,dryland,C,7/2/2021 20:23,23.46,6860.8
39,dryland,C,7/2/2021 20:38,22.61,3937.28
40,dryland,C,7/2/2021 20:53,22.13,1623.04
41,dryland,C,7/2/2021 21:08,21.62,140.88
42,dryland,C,7/2/2021 21:23,21.19,9.54
43,dryland,C,7/2/2021 21:38,21.19,0.41
44,dryland,C,7/2/2021 21:53,21.1,0
45,dryland,C,7/2/2021 22:08,21.1,0.2
46,dryland,C,7/2/2021 22:23,21.23,0
47,dryland,C,7/2/2021 22:38,21.15,0
48,dryland,C,7/2/2021 22:53,21.19,0
49,dryland,C,7/2/2021 23:08,21.28,0
50,dryland,C,7/2/2021 23:23,21.32,0
51,dryland,C,7/2/2021 23:38,21.4,0
52,dryland,C,7/2/2021 23:53,21.36,0
53,dryland,C,7/3/2021 0:08,21.06,0
54,dryland,C,7/3/2021 0:23,21.1,0
55,dryland,C,7/3/2021 0:38,21.28,0
56,dryland,C,7/3/2021 0:53,21.1,0
57,dryland,C,7/3/2021 1:08,21.19,0
58,dryland,C,7/3/2021 1:23,21.19,0
59,dryland,C,7/3/2021 1:38,21.32,0
60,dryland,C,7/3/2021 1:53,21.32,0
61,dryland,C,7/3/2021 2:08,21.32,0
62,dryland,C,7/3/2021 2:23,21.36,0
63,dryland,C,7/3/2021 2:38,21.28,0
64,dryland,C,7/3/2021 2:53,21.06,0
65,dryland,C,7/3/2021 3:08,20.76,0
66,dryland,C,7/3/2021 3:23,20.89,0
67,dryland,C,7/3/2021 3:38,20.8,0
68,dryland,C,7/3/2021 3:53,20.46,0
69,dryland,C,7/3/2021 4:08,19.99,0
70,dryland,C,7/3/2021 4:23,20.03,0
71,dryland,C,7/3/2021 4:38,20.16,0
72,dryland,C,7/3/2021 4:53,20.33,0
73,dryland,C,7/3/2021 5:08,20.55,0
74,dryland,C,7/3/2021 5:23,20.46,0
75,dryland,C,7/3/2021 5:38,20.5,0
76,dryland,C,7/3/2021 5:53,20.37,0.2
77,dryland,C,7/3/2021 6:08,20.55,0.62
78,dryland,C,7/3/2021 6:23,20.5,11.87
79,dryland,C,7/3/2021 6:38,20.55,374.72
80,dryland,C,7/3/2021 6:53,20.37,1319.04
81,dryland,C,7/3/2021 7:08,20.55,3011.84
82,dryland,C,7/3/2021 7:23,20.76,4491.52
83,dryland,C,7/3/2021 7:38,21.15,5839.36
84,dryland,C,7/3/2021 7:53,21.75,9141.76
85,dryland,C,7/3/2021 8:08,22.52,11688.96
86,dryland,C,7/3/2021 8:23,23.34,14146.56
87,dryland,C,7/3/2021 8:38,23.68,13962.24
88,dryland,C,7/3/2021 8:53,23.34,13132.8
89,dryland,C,7/3/2021 9:08,25.01,18309.12
90,dryland,C,7/3/2021 9:23,25.82,30115.84
91,dryland,C,7/3/2021 9:38,29.38,38440.96
92,dryland,C,7/3/2021 9:53,30.89,34662.4
93,dryland,C,7/3/2021 10:08,28.91,34631.68
94,dryland,C,7/3/2021 10:23,37.19,82329.6
95,dryland,C,7/3/2021 10:38,38.78,67686.4
96,dryland,C,7/3/2021 10:53,33.46,32860.16
97,dryland,C,7/3/2021 11:08,31.19,29378.56
98,dryland,C,7/3/2021 11:23,41.52,109977.6
99,dryland,C,7/3/2021 11:38,34.45,33710.08
100,dryland,C,7/3/2021 11:53,32.56,34519.04
101,dryland,C,7/3/2021 12:08,41.61,45301.76
102,dryland,C,7/3/2021 12:23,36.16,74752
103,dryland,C,7/3/2021 12:38,40.5,41533.44
104,dryland,C,7/3/2021 12:53,37.45,46264.32
105,dryland,C,7/3/2021 13:08,43.54,36628.48
106,dryland,C,7/3/2021 13:23,45.09,118046.72
107,dryland,C,7/3/2021 13:38,46.2,117309.44
108,dryland,C,7/3/2021 13:53,51.48,121528.32
109,dryland,C,7/3/2021 14:08,35.35,36966.4
110,dryland,C,7/3/2021 14:23,47.75,120176.64
111,dryland,C,7/3/2021 14:38,37.96,37150.72
112,dryland,C,7/3/2021 14:53,39.08,51793.92
113,dryland,C,7/3/2021 15:08,44.23,109608.96
114,dryland,C,7/3/2021 15:23,41.31,108462.08
115,dryland,C,7/3/2021 15:38,37.58,31293.44
116,dryland,C,7/3/2021 15:53,41.83,94535.68
117,dryland,C,7/3/2021 16:08,43.41,94945.28
118,dryland,C,7/3/2021 16:23,46.2,86753.28
119,dryland,C,7/3/2021 16:38,48.6,92446.72
120,dryland,C,7/3/2021 16:53,33.93,23470.08
121,dryland,C,7/3/2021 17:08,40.71,80220.16
122,dryland,C,7/3/2021 17:23,34.1,26081.28
123,dryland,C,7/3/2021 17:38,33.2,23367.68
124,dryland,C,7/3/2021 17:53,41.44,57016.32
125,dryland,C,7/3/2021 18:08,37.23,20224
126,dryland,C,7/3/2021 18:23,33.12,36136.96
127,dryland,C,7/3/2021 18:38,32.64,33669.12
128,dryland,C,7/3/2021 18:53,37.28,40785.92
129,dryland,C,7/3/2021 19:08,37.19,32624.64
130,dryland,C,7/3/2021 19:23,29.43,10283.52
131,dryland,C,7/3/2021 19:38,27.37,7216.64
132,dryland,C,7/3/2021 19:53,26.72,5309.44
133,dryland,C,7/3/2021 20:08,26.77,5327.36
134,dryland,C,7/3/2021 20:23,25.99,4108.8
135,dryland,C,7/3/2021 20:38,25.18,2243.84
136,dryland,C,7/3/2021 20:53,24.58,863.68
137,dryland,C,7/3/2021 21:08,24.15,149.16
138,dryland,C,7/3/2021 21:23,23.81,10.37
139,dryland,C,7/3/2021 21:38,23.64,0.41
140,dryland,C,7/3/2021 21:53,23.38,0
141,dryland,C,7/3/2021 22:08,23.12,0
142,dryland,C,7/3/2021 22:23,22.61,0
143,dryland,C,7/3/2021 22:38,22.65,0
144,dryland,C,7/3/2021 22:53,22.48,0
145,dryland,C,7/3/2021 23:08,22.22,0
146,dryland,C,7/3/2021 23:23,22.39,0
147,dryland,C,7/3/2021 23:38,22.05,0
148,dryland,C,7/3/2021 23:53,22.18,0
149,dryland,C,7/4/2021 0:08,21.7,0
150,dryland,C,7/4/2021 0:23,21.53,0
151,dryland,C,7/4/2021 0:38,21.58,0
152,dryland,C,7/4/2021 0:53,21.53,0
153,dryland,C,7/4/2021 1:08,21.1,0
154,dryland,C,7/4/2021 1:23,20.8,0
155,dryland,C,7/4/2021 1:38,20.76,0.2
156,dryland,C,7/4/2021 1:53,20.8,0
157,dryland,C,7/4/2021 2:08,20.8,0
158,dryland,C,7/4/2021 2:23,21.02,0
159,dryland,C,7/4/2021 2:38,21.06,0
160,dryland,C,7/4/2021 2:53,20.55,0
161,dryland,C,7/4/2021 3:08,20.46,0
162,dryland,C,7/4/2021 3:23,20.37,0
163,dryland,C,7/4/2021 3:38,20.25,0
164,dryland,C,7/4/2021 3:53,20.25,0
165,dryland,C,7/4/2021 4:08,20.2,0
166,dryland,C,7/4/2021 4:23,20.25,0
167,dryland,C,7/4/2021 4:38,20.12,0
168,dryland,C,7/4/2021 4:53,20.07,0
169,dryland,C,7/4/2021 5:08,19.99,0
170,dryland,C,7/4/2021 5:23,19.82,0
171,dryland,C,7/4/2021 5:38,20.16,0
172,dryland,C,7/4/2021 5:53,20.33,0
173,dryland,C,7/4/2021 6:08,20.42,0.62
174,dryland,C,7/4/2021 6:23,20.55,11.02
175,dryland,C,7/4/2021 6:38,20.68,155.2
176,dryland,C,7/4/2021 6:53,20.85,899.52
177,dryland,C,7/4/2021 7:08,20.98,1784.32
178,dryland,C,7/4/2021 7:23,21.19,2268.8
179,dryland,C,7/4/2021 7:38,21.79,6023.68
180,dryland,C,7/4/2021 7:53,22.78,11212.8
181,dryland,C,7/4/2021 8:08,23.98,13593.6
182,dryland,C,7/4/2021 8:23,23.38,8279.04
183,dryland,C,7/4/2021 8:38,23.76,12810.24
184,dryland,C,7/4/2021 8:53,23.81,10874.88
185,dryland,C,7/4/2021 9:08,24.84,16757.76
186,dryland,C,7/4/2021 9:23,25.27,16000
187,dryland,C,7/4/2021 9:38,30.84,33669.12
188,dryland,C,7/4/2021 9:53,28.83,31160.32
189,dryland,C,7/4/2021 10:08,29.94,34334.72
190,dryland,C,7/4/2021 10:23,31.36,36341.76
191,dryland,C,7/4/2021 10:38,37.58,51916.8
192,dryland,C,7/4/2021 10:53,36.55,44666.88
193,dryland,C,7/4/2021 11:08,39.55,107069.44
194,dryland,C,7/4/2021 11:23,43.93,74199.04
195,dryland,C,7/4/2021 11:38,40.97,108707.84
196,dryland,C,7/4/2021 11:53,39.55,101416.96
197,dryland,C,7/4/2021 12:08,44.7,106864.64
198,dryland,C,7/4/2021 12:23,41.27,40069.12
199,dryland,C,7/4/2021 12:38,44.79,102645.76
200,dryland,C,7/4/2021 12:53,45.43,114483.2
201,dryland,C,7/4/2021 13:08,46.37,87162.88
202,dryland,C,7/4/2021 13:23,45.94,107560.96
203,dryland,C,7/4/2021 13:38,42.21,111083.52
204,dryland,C,7/4/2021 13:53,46.5,111206.4
205,dryland,C,7/4/2021 14:08,44.79,112107.52
206,dryland,C,7/4/2021 14:23,40.15,31201.28
207,dryland,C,7/4/2021 14:38,40.54,81797.12
208,dryland,C,7/4/2021 14:53,49.63,106946.56
209,dryland,C,7/4/2021 15:08,48.52,104202.24
210,dryland,C,7/4/2021 15:23,48.86,98918.4
211,dryland,C,7/4/2021 15:38,48.13,95150.08
212,dryland,C,7/4/2021 15:53,48.99,92282.88
213,dryland,C,7/4/2021 16:08,48.17,89620.48
214,dryland,C,7/4/2021 16:23,47.7,95477.76
215,dryland,C,7/4/2021 16:38,51.26,86179.84
216,dryland,C,7/4/2021 16:53,36.59,22804.48
217,dryland,C,7/4/2021 17:08,33.5,18575.36
218,dryland,C,7/4/2021 17:23,43.16,63856.64
219,dryland,C,7/4/2021 17:38,43.71,59719.68
220,dryland,C,7/4/2021 17:53,43.63,56340.48
221,dryland,C,7/4/2021 18:08,41.48,48291.84
222,dryland,C,7/4/2021 18:23,42.21,47022.08
223,dryland,C,7/4/2021 18:38,35.86,14525.44
224,dryland,C,7/4/2021 18:53,32.9,14679.04
225,dryland,C,7/4/2021 19:08,31.79,12288
226,dryland,C,7/4/2021 19:23,30.8,7759.36
227,dryland,C,7/4/2021 19:38,29.73,5276.16
228,dryland,C,7/4/2021 19:53,29.51,4302.08
229,dryland,C,7/4/2021 20:08,29.17,4335.36
230,dryland,C,7/4/2021 20:23,29.43,5895.68
231,dryland,C,7/4/2021 20:38,28.57,2417.92
232,dryland,C,7/4/2021 20:53,27.75,639.04
233,dryland,C,7/4/2021 21:08,27.54,92.52
234,dryland,C,7/4/2021 21:23,26.85,6.43
235,dryland,C,7/4/2021 21:38,26.38,0.2
236,dryland,C,7/4/2021 21:53,25.99,0
237,dryland,C,7/4/2021 22:08,25.78,0
238,dryland,C,7/4/2021 22:23,25.52,0
239,dryland,C,7/4/2021 22:38,25.52,0
240,dryland,C,7/4/2021 22:53,25.48,0
241,dryland,C,7/4/2021 23:08,25.31,0
242,dryland,C,7/4/2021 23:23,25.22,0
243,dryland,C,7/4/2021 23:38,25.09,0
244,dryland,C,7/4/2021 23:53,24.79,0
245,dryland,C,7/5/2021 0:08,23.76,0
246,dryland,C,7/5/2021 0:23,23.89,0
247,dryland,C,7/5/2021 0:38,23.64,0
248,dryland,C,7/5/2021 0:53,22.78,0
249,dryland,C,7/5/2021 1:08,22.78,0
250,dryland,C,7/5/2021 1:23,22.73,0
251,dryland,C,7/5/2021 1:38,22.86,0
252,dryland,C,7/5/2021 1:53,22.95,0
253,dryland,C,7/5/2021 2:08,22.86,0
254,dryland,C,7/5/2021 2:23,22.65,0
255,dryland,C,7/5/2021 2:38,22.73,0
256,dryland,C,7/5/2021 2:53,22.48,0
257,dryland,C,7/5/2021 3:08,22.26,0
258,dryland,C,7/5/2021 3:23,22.65,0
259,dryland,C,7/5/2021 3:38,22.73,0
260,dryland,C,7/5/2021 3:53,22.65,0
261,dryland,C,7/5/2021 4:08,22.82,0
262,dryland,C,7/5/2021 4:23,23.03,0.2
263,dryland,C,7/5/2021 4:38,23.16,0.2
264,dryland,C,7/5/2021 4:53,22.43,0.2
265,dryland,C,7/5/2021 5:08,20.12,0
266,dryland,C,7/5/2021 5:23,19.56,0.41
267,dryland,C,7/5/2021 5:38,19.95,0
268,dryland,C,7/5/2021 5:53,20.07,0
269,dryland,C,7/5/2021 6:08,19.99,0.2
270,dryland,C,7/5/2021 6:23,19.95,5.8
271,dryland,C,7/5/2021 6:38,19.65,103.32
272,dryland,C,7/5/2021 6:53,19.43,878.72
273,dryland,C,7/5/2021 7:08,19.65,2386.56
274,dryland,C,7/5/2021 7:23,20.16,4337.92
275,dryland,C,7/5/2021 7:38,20.98,7267.84
276,dryland,C,7/5/2021 7:53,21.66,11796.48
277,dryland,C,7/5/2021 8:08,22.69,14848
278,dryland,C,7/5/2021 8:23,23.42,16368.64
279,dryland,C,7/5/2021 8:38,24.28,18641.92
280,dryland,C,7/5/2021 8:53,25.74,27801.6
281,dryland,C,7/5/2021 9:08,27.11,28078.08
282,dryland,C,7/5/2021 9:23,29.21,44646.4
283,dryland,C,7/5/2021 9:38,28.31,30402.56
284,dryland,C,7/5/2021 9:53,29.98,36259.84
285,dryland,C,7/5/2021 10:08,34.27,56954.88
286,dryland,C,7/5/2021 10:23,39.25,64368.64
287,dryland,C,7/5/2021 10:38,39.17,84664.32
288,dryland,C,7/5/2021 10:53,39.08,41912.32
289,dryland,C,7/5/2021 11:08,41.65,53719.04
290,dryland,C,7/5/2021 11:23,39.55,58798.08
291,dryland,C,7/5/2021 11:38,41.01,107274.24
292,dryland,C,7/5/2021 11:53,43.46,120094.72
293,dryland,C,7/5/2021 12:08,34.4,42967.04
294,dryland,C,7/5/2021 12:23,45.99,110305.28
295,dryland,C,7/5/2021 12:38,44.31,103628.8
296,dryland,C,7/5/2021 12:53,42.6,120135.68
297,dryland,C,7/5/2021 13:08,38.69,66498.56
298,dryland,C,7/5/2021 13:23,34.53,46100.48
299,dryland,C,7/5/2021 13:38,32.6,20971.52
300,dryland,C,7/5/2021 13:53,29.77,23654.4
301,dryland,C,7/5/2021 14:08,29.3,24473.6
302,dryland,C,7/5/2021 14:23,29.64,24320
303,dryland,C,7/5/2021 14:38,29.77,26316.8
304,dryland,C,7/5/2021 14:53,31.27,32450.56
305,dryland,C,7/5/2021 15:08,41.22,99942.4
306,dryland,C,7/5/2021 15:23,42.47,113008.64
307,dryland,C,7/5/2021 15:38,42.55,111083.52
308,dryland,C,7/5/2021 15:53,37.75,33249.28
309,dryland,C,7/5/2021 16:08,38.39,96706.56
310,dryland,C,7/5/2021 16:23,37.54,22466.56
311,dryland,C,7/5/2021 16:38,38.52,19722.24
312,dryland,C,7/5/2021 16:53,39.42,33669.12
313,dryland,C,7/5/2021 17:08,35,33587.2
314,dryland,C,7/5/2021 17:23,38.35,75386.88
315,dryland,C,7/5/2021 17:38,41.14,38666.24
316,dryland,C,7/5/2021 17:53,31.7,19343.36
317,dryland,C,7/5/2021 18:08,37.06,55132.16
318,dryland,C,7/5/2021 18:23,39.12,54456.32
319,dryland,C,7/5/2021 18:38,32.22,16542.72
320,dryland,C,7/5/2021 18:53,35.05,33443.84
321,dryland,C,7/5/2021 19:08,31.53,15329.28
322,dryland,C,7/5/2021 19:23,28.4,10350.08
323,dryland,C,7/5/2021 19:38,28.05,11479.04
324,dryland,C,7/5/2021 19:53,27.37,8716.8
325,dryland,C,7/5/2021 20:08,29.86,12088.32
326,dryland,C,7/5/2021 20:23,27.41,4762.88
327,dryland,C,7/5/2021 20:38,25.52,2613.76
328,dryland,C,7/5/2021 20:53,24.66,960.96
329,dryland,C,7/5/2021 21:08,23.98,156.72
330,dryland,C,7/5/2021 21:23,24.02,11.41
331,dryland,C,7/5/2021 21:38,23.68,0.41
332,dryland,C,7/5/2021 21:53,23.42,0
333,dryland,C,7/5/2021 22:08,23.38,0
334,dryland,C,7/5/2021 22:23,23.42,0
335,dryland,C,7/5/2021 22:38,22.86,0
336,dryland,C,7/5/2021 22:53,22.86,0
337,dryland,C,7/5/2021 23:08,22.35,0
338,dryland,C,7/5/2021 23:23,22.31,0
339,dryland,C,7/5/2021 23:38,22.05,0
340,dryland,C,7/5/2021 23:53,21.96,0.2
341,dryland,C,7/6/2021 0:08,21.75,0
342,dryland,C,7/6/2021 0:23,21.62,0
343,dryland,C,7/6/2021 0:38,21.19,0
344,dryland,C,7/6/2021 0:53,20.98,0
345,dryland,C,7/6/2021 1:08,20.85,0
346,dryland,C,7/6/2021 1:23,20.63,0
347,dryland,C,7/6/2021 1:38,20.93,0
348,dryland,C,7/6/2021 1:53,20.25,0
349,dryland,C,7/6/2021 2:08,20.33,0
350,dryland,C,7/6/2021 2:23,20.12,0
351,dryland,C,7/6/2021 2:38,20.33,0
352,dryland,C,7/6/2021 2:53,20.25,0
353,dryland,C,7/6/2021 3:08,19.95,0
354,dryland,C,7/6/2021 3:23,19.82,0
355,dryland,C,7/6/2021 3:38,19.86,0
356,dryland,C,7/6/2021 3:53,19.86,0
357,dryland,C,7/6/2021 4:08,19.6,0
358,dryland,C,7/6/2021 4:23,19.39,0
359,dryland,C,7/6/2021 4:38,19.47,0
360,dryland,C,7/6/2021 4:53,19.43,0
361,dryland,C,7/6/2021 5:08,18.92,0
362,dryland,C,7/6/2021 5:23,18.7,0
363,dryland,C,7/6/2021 5:38,18.44,0
364,dryland,C,7/6/2021 5:53,18.1,0
365,dryland,C,7/6/2021 6:08,18.1,1.03
366,dryland,C,7/6/2021 6:23,18.06,26.68
367,dryland,C,7/6/2021 6:38,18.49,257.04
368,dryland,C,7/6/2021 6:53,19.82,855.36
369,dryland,C,7/6/2021 7:08,20.12,2051.2
370,dryland,C,7/6/2021 7:23,20.2,3564.8
371,dryland,C,7/6/2021 7:38,21.32,9062.4
372,dryland,C,7/6/2021 7:53,21.23,8179.2
373,dryland,C,7/6/2021 8:08,21.7,8716.8
374,dryland,C,7/6/2021 8:23,21.88,8025.6
375,dryland,C,7/6/2021 8:38,23.34,16517.12
376,dryland,C,7/6/2021 8:53,24.06,18232.32
377,dryland,C,7/6/2021 9:08,25.95,32399.36
378,dryland,C,7/6/2021 9:23,26.81,26091.52
379,dryland,C,7/6/2021 9:38,28.44,28323.84
380,dryland,C,7/6/2021 9:53,31.7,32225.28
381,dryland,C,7/6/2021 10:08,37.32,94986.24
382,dryland,C,7/6/2021 10:23,31.83,42700.8
383,dryland,C,7/6/2021 10:38,31.53,28712.96
384,dryland,C,7/6/2021 10:53,38.61,49848.32
385,dryland,C,7/6/2021 11:08,31.53,24965.12
386,dryland,C,7/6/2021 11:23,40.5,102932.48
387,dryland,C,7/6/2021 11:38,44.4,98099.2
388,dryland,C,7/6/2021 11:53,41.35,90234.88
389,dryland,C,7/6/2021 12:08,40.02,51404.8
390,dryland,C,7/6/2021 12:23,44.48,111779.84
391,dryland,C,7/6/2021 12:38,39.64,38860.8
392,dryland,C,7/6/2021 12:53,46.46,118005.76
393,dryland,C,7/6/2021 13:08,44.18,118333.44
394,dryland,C,7/6/2021 13:23,36.46,34508.8
395,dryland,C,7/6/2021 13:38,39.59,40581.12
396,dryland,C,7/6/2021 13:53,42,122429.44
397,dryland,C,7/6/2021 14:08,39.47,124108.8
398,dryland,C,7/6/2021 14:23,40.19,42024.96
399,dryland,C,7/6/2021 14:38,38.95,51077.12
400,dryland,C,7/6/2021 14:53,41.27,116613.12
401,dryland,C,7/6/2021 15:08,39.72,89251.84
402,dryland,C,7/6/2021 15:23,42.77,102604.8
403,dryland,C,7/6/2021 15:38,42.43,99491.84
404,dryland,C,7/6/2021 15:53,41.22,53473.28
405,dryland,C,7/6/2021 16:08,39.64,99983.36
406,dryland,C,7/6/2021 16:23,34.7,40407.04
407,dryland,C,7/6/2021 16:38,33.42,33034.24
408,dryland,C,7/6/2021 16:53,35.3,70287.36
409,dryland,C,7/6/2021 17:08,38.44,54743.04
410,dryland,C,7/6/2021 17:23,41.61,71516.16
411,dryland,C,7/6/2021 17:38,31.7,18595.84
412,dryland,C,7/6/2021 17:53,29.98,14899.2
413,dryland,C,7/6/2021 18:08,38.74,58613.76
414,dryland,C,7/6/2021 18:23,32.17,15191.04
415,dryland,C,7/6/2021 18:38,36.55,42373.12
416,dryland,C,7/6/2021 18:53,30.37,12697.6
417,dryland,C,7/6/2021 19:08,34.96,30095.36
418,dryland,C,7/6/2021 19:23,32,24176.64
419,dryland,C,7/6/2021 19:38,30.2,13148.16
420,dryland,C,7/6/2021 19:53,27.41,6909.44
421,dryland,C,7/6/2021 20:08,27.67,6929.92
422,dryland,C,7/6/2021 20:23,26.04,3132.16
423,dryland,C,7/6/2021 20:38,24.49,1659.52
424,dryland,C,7/6/2021 20:53,24.28,600.8
425,dryland,C,7/6/2021 21:08,24.24,105.92
426,dryland,C,7/6/2021 21:23,24.15,7.26
427,dryland,C,7/6/2021 21:38,24.06,0.2
428,dryland,C,7/6/2021 21:53,23.94,0
429,dryland,C,7/6/2021 22:08,23.76,0
430,dryland,C,7/6/2021 22:23,23.59,0
431,dryland,C,7/6/2021 22:38,23.42,0
432,dryland,C,7/6/2021 22:53,22.91,0
433,dryland,C,7/6/2021 23:08,22.99,0
434,dryland,C,7/6/2021 23:23,22.69,0
435,dryland,C,7/6/2021 23:38,22.43,0
436,dryland,C,7/6/2021 23:53,21.92,0
437,dryland,C,7/7/2021 0:08,21.79,0
438,dryland,C,7/7/2021 0:23,21.53,0
439,dryland,C,7/7/2021 0:38,21.28,0
440,dryland,C,7/7/2021 0:53,20.76,0
441,dryland,C,7/7/2021 1:08,20.33,0
442,dryland,C,7/7/2021 1:23,20.16,0
443,dryland,C,7/7/2021 1:38,19.69,0
444,dryland,C,7/7/2021 1:53,19.69,0
445,dryland,C,7/7/2021 2:08,19.39,0
446,dryland,C,7/7/2021 2:23,19.43,0
447,dryland,C,7/7/2021 2:38,18.92,0
448,dryland,C,7/7/2021 2:53,18.74,0
449,dryland,C,7/7/2021 3:08,18.57,0
450,dryland,C,7/7/2021 3:23,18.44,0.2
451,dryland,C,7/7/2021 3:38,18.4,0
452,dryland,C,7/7/2021 3:53,18.32,0
453,dryland,C,7/7/2021 4:08,18.23,0
454,dryland,C,7/7/2021 4:23,18.49,0
455,dryland,C,7/7/2021 4:38,18.02,0
456,dryland,C,7/7/2021 4:53,18.06,0
457,dryland,C,7/7/2021 5:08,17.89,0
458,dryland,C,7/7/2021 5:23,17.97,0
459,dryland,C,7/7/2021 5:38,17.93,0
460,dryland,C,7/7/2021 5:53,17.67,0
461,dryland,C,7/7/2021 6:08,18.32,0.82
462,dryland,C,7/7/2021 6:23,18.14,23.31
463,dryland,C,7/7/2021 6:38,18.32,315.52
464,dryland,C,7/7/2021 6:53,18.36,1452.16
465,dryland,C,7/7/2021 7:08,19.05,3708.16
466,dryland,C,7/7/2021 7:23,20.89,7938.56
467,dryland,C,7/7/2021 7:38,23.72,16793.6
468,dryland,C,7/7/2021 7:53,26.81,23357.44
469,dryland,C,7/7/2021 8:08,29,31057.92
470,dryland,C,7/7/2021 8:23,26.64,27371.52
471,dryland,C,7/7/2021 8:38,32.17,43130.88
472,dryland,C,7/7/2021 8:53,35.9,49213.44
473,dryland,C,7/7/2021 9:08,37.71,57999.36
474,dryland,C,7/7/2021 9:23,40.02,61706.24
475,dryland,C,7/7/2021 9:38,41.14,65474.56
476,dryland,C,7/7/2021 9:53,42.85,71905.28
477,dryland,C,7/7/2021 10:08,44.83,78848
478,dryland,C,7/7/2021 10:23,42.77,84869.12
479,dryland,C,7/7/2021 10:38,38.82,64491.52
480,dryland,C,7/7/2021 10:53,47.27,91463.68
481,dryland,C,7/7/2021 11:08,47.19,93470.72
482,dryland,C,7/7/2021 11:23,46.93,91586.56
483,dryland,C,7/7/2021 11:38,45.47,93962.24
484,dryland,C,7/7/2021 11:53,46.67,96665.6
485,dryland,C,7/7/2021 12:08,47.75,99368.96
486,dryland,C,7/7/2021 12:23,47.45,100392.96
487,dryland,C,7/7/2021 12:38,47.83,107765.76
488,dryland,C,7/7/2021 12:53,42.38,99819.52
489,dryland,C,7/7/2021 13:08,47.62,111943.68
490,dryland,C,7/7/2021 13:23,42.3,41984
491,dryland,C,7/7/2021 13:38,45,115384.32
492,dryland,C,7/7/2021 13:53,48.05,112885.76
493,dryland,C,7/7/2021 14:08,50.75,111165.44
494,dryland,C,7/7/2021 14:23,46.72,115261.44
495,dryland,C,7/7/2021 14:38,47.87,113049.6
496,dryland,C,7/7/2021 14:53,49.29,104529.92
497,dryland,C,7/7/2021 15:08,47.83,101253.12
498,dryland,C,7/7/2021 15:23,49.16,98467.84
499,dryland,C,7/7/2021 15:38,49.42,97198.08
500,dryland,C,7/7/2021 15:53,51.39,96993.28
501,dryland,C,7/7/2021 16:08,47.32,92037.12
502,dryland,C,7/7/2021 16:23,41.65,70205.44
503,dryland,C,7/7/2021 16:38,47.66,90521.6
504,dryland,C,7/7/2021 16:53,40.19,39403.52
505,dryland,C,7/7/2021 17:08,37.23,25825.28
506,dryland,C,7/7/2021 17:23,33.72,23429.12
507,dryland,C,7/7/2021 17:38,31.83,13388.8
508,dryland,C,7/7/2021 17:53,31.53,15011.84
509,dryland,C,7/7/2021 18:08,30.93,13434.88
510,dryland,C,7/7/2021 18:23,39.59,47185.92
511,dryland,C,7/7/2021 18:38,31.74,11330.56
512,dryland,C,7/7/2021 18:53,29.08,6146.56
513,dryland,C,7/7/2021 19:08,28.18,5227.52
514,dryland,C,7/7/2021 19:23,28.1,10946.56
515,dryland,C,7/7/2021 19:38,27.71,8104.96
516,dryland,C,7/7/2021 19:53,25.65,5450.24
517,dryland,C,7/7/2021 20:08,25.01,5062.4
518,dryland,C,7/7/2021 20:23,25.57,6343.68
519,dryland,C,7/7/2021 20:38,24.54,3157.76
