#,Date-Time (CST),Ch: 1 - Temperature   (°C),Ch: 2 - Light   (lux),Button Down,Button Up,Host Connected,End of File
1,07/02/2021 11:31:00,37.28,43663.36,,,,
2,07/02/2021 11:46:00,38.52,50319.36,,,,
3,07/02/2021 12:01:00,40.54,45813.76,,,,
4,07/02/2021 12:16:00,37.96,40919.04,,,,
5,07/02/2021 12:31:00,38.95,69775.36,,,,
6,07/02/2021 12:46:00,39.55,46100.48,,,,
7,07/02/2021 13:01:00,40.92,66191.36,,,,
8,07/02/2021 13:16:00,49.50,97443.84,,,,
9,07/02/2021 13:31:00,47.79,60354.56,,,,
10,07/02/2021 13:46:00,41.48,53493.76,,,,
11,07/02/2021 14:01:00,43.88,73379.84,,,,
12,07/02/2021 14:16:00,40.88,47185.92,,,,
13,07/02/2021 14:31:00,38.22,36956.16,,,,
14,07/02/2021 14:46:00,36.38,35952.64,,,,
15,07/02/2021 15:01:00,33.20,27822.08,,,,
16,07/02/2021 15:16:00,32.52,27013.12,,,,
17,07/02/2021 15:31:00,32.99,30730.24,,,,
18,07/02/2021 15:46:00,33.50,25118.72,,,,
19,07/02/2021 16:01:00,31.01,12426.24,,,,
20,07/02/2021 16:16:00,27.24,18324.48,,,,
21,07/02/2021 16:31:00,25.09,15016.96,,,,
22,07/02/2021 16:46:00,23.12,5555.20,,,,
23,07/02/2021 17:01:00,22.95,6423.04,,,,
24,07/02/2021 17:16:00,22.78,5839.36,,,,
25,07/02/2021 17:31:00,22.31,3610.88,,,,
26,07/02/2021 17:46:00,22.18,3861.76,,,,
27,07/02/2021 18:01:00,22.05,3415.04,,,,
28,07/02/2021 18:16:00,22.05,3800.32,,,,
29,07/02/2021 18:31:00,22.22,4044.80,,,,
30,07/02/2021 18:46:00,22.43,4851.20,,,,
31,07/02/2021 19:01:00,22.82,6568.96,,,,
32,07/02/2021 19:16:00,22.82,5923.84,,,,
33,07/02/2021 19:31:00,23.08,7255.04,,,,
34,07/02/2021 19:46:00,23.25,8194.56,,,,
35,07/02/2021 20:01:00,22.73,6784.00,,,,
36,07/02/2021 20:16:00,23.68,9269.76,,,,
37,07/02/2021 20:31:00,23.12,5767.68,,,,
38,07/02/2021 20:46:00,22.35,2581.76,,,,
39,07/02/2021 21:01:00,21.79,616.96,,,,
40,07/02/2021 21:16:00,21.23,38.13,,,,
41,07/02/2021 21:31:00,20.85,2.03,,,,
42,07/02/2021 21:46:00,20.93,0.00,,,,
43,07/02/2021 22:01:00,20.80,0.00,,,,
44,07/02/2021 22:16:00,20.72,0.00,,,,
45,07/02/2021 22:31:00,20.80,0.00,,,,
46,07/02/2021 22:46:00,20.89,0.00,,,,
47,07/02/2021 23:01:00,20.98,0.00,,,,
48,07/02/2021 23:16:00,21.06,0.00,,,,
49,07/02/2021 23:31:00,21.10,0.00,,,,
50,07/02/2021 23:46:00,21.06,0.00,,,,
51,07/03/2021 00:01:00,20.98,0.00,,,,
52,07/03/2021 00:16:00,20.72,0.00,,,,
53,07/03/2021 00:31:00,20.85,0.00,,,,
54,07/03/2021 00:46:00,20.93,0.00,,,,
55,07/03/2021 01:01:00,20.89,0.00,,,,
56,07/03/2021 01:16:00,20.89,0.00,,,,
57,07/03/2021 01:31:00,20.93,0.00,,,,
58,07/03/2021 01:46:00,21.06,0.00,,,,
59,07/03/2021 02:01:00,21.02,0.00,,,,
