#,Date-Time (CST),Ch: 1 - Temperature   (°C),Ch: 2 - Light   (lux),Button Down,Button Up,Host Connected,End of File
1,07/02/2021 12:08:17,39.04,40499.20,,,,
2,07/02/2021 12:23:17,37.36,43991.04,,,,
3,07/02/2021 12:38:17,42.04,59576.32,,,,
4,07/02/2021 12:53:17,38.61,54497.28,,,,
5,07/02/2021 13:08:17,44.44,71925.76,,,,
6,07/02/2021 13:23:17,56.80,129024.00,,,,
7,07/02/2021 13:38:17,44.70,49745.92,,,,
8,07/02/2021 13:53:17,42.21,62832.64,,,,
9,07/02/2021 14:08:17,44.14,76533.76,,,,
10,07/02/2021 14:23:17,40.02,43745.28,,,,
11,07/02/2021 14:38:17,37.28,35860.48,,,,
12,07/02/2021 14:53:17,34.02,32727.04,,,,
13,07/02/2021 15:08:17,32.30,28416.00,,,,
14,07/02/2021 15:23:17,32.43,32819.20,,,,
15,07/02/2021 15:38:17,33.07,28436.48,,,,
16,07/02/2021 15:53:17,32.17,16389.12,,,,
17,07/02/2021 16:08:17,29.60,10736.64,,,,
18,07/02/2021 16:23:17,26.25,25149.44,,,,
19,07/02/2021 16:38:17,23.89,7720.96,,,,
20,07/02/2021 16:53:17,22.86,5708.80,,,,
21,07/02/2021 17:08:17,22.69,6576.64,,,,
22,07/02/2021 17:23:17,22.48,4935.68,,,,
23,07/02/2021 17:38:17,22.22,4414.72,,,,
24,07/02/2021 17:53:17,22.01,3761.92,,,,
25,07/02/2021 18:08:17,21.83,3461.12,,,,
26,07/02/2021 18:23:17,22.05,3993.60,,,,
27,07/02/2021 18:38:17,22.35,4983.04,,,,
28,07/02/2021 18:53:17,22.65,6440.96,,,,
29,07/02/2021 19:08:17,22.95,6763.52,,,,
30,07/02/2021 19:23:17,22.99,6704.64,,,,
31,07/02/2021 19:38:17,23.25,9415.68,,,,
32,07/02/2021 19:53:17,22.95,6888.96,,,,
33,07/02/2021 20:08:17,22.78,7244.80,,,,
34,07/02/2021 20:23:17,23.64,7252.48,,,,
35,07/02/2021 20:38:17,22.69,4125.44,,,,
36,07/02/2021 20:53:17,22.05,1752.32,,,,
37,07/02/2021 21:08:17,21.36,155.40,,,,
38,07/02/2021 21:23:17,20.85,10.83,,,,
39,07/02/2021 21:38:17,20.68,0.42,,,,
40,07/02/2021 21:53:17,20.63,0.00,,,,
41,07/02/2021 22:08:17,20.55,0.00,,,,
42,07/02/2021 22:23:17,20.55,0.00,,,,
43,07/02/2021 22:38:17,20.63,0.00,,,,
44,07/02/2021 22:53:17,20.85,0.00,,,,
45,07/02/2021 23:08:17,20.89,0.00,,,,
46,07/02/2021 23:23:17,20.89,0.00,,,,
47,07/02/2021 23:38:17,21.02,0.00,,,,
48,07/02/2021 23:53:17,20.89,0.00,,,,
49,07/03/2021 00:08:17,20.63,0.00,,,,
50,07/03/2021 00:23:17,20.63,0.00,,,,
51,07/03/2021 00:38:17,20.76,0.00,,,,
52,07/03/2021 00:53:17,20.63,0.00,,,,
53,07/03/2021 01:08:17,20.72,0.00,,,,
54,07/03/2021 01:23:17,20.72,0.00,,,,
55,07/03/2021 01:38:17,20.89,0.00,,,,
56,07/03/2021 01:53:17,20.93,0.00,,,,
57,07/03/2021 02:08:17,20.89,0.00,,,,
58,07/03/2021 02:23:17,20.93,0.00,,,,
59,07/03/2021 02:38:17,20.89,0.00,,,,
60,07/03/2021 02:53:17,20.63,0.00,,,,
61,07/03/2021 03:08:17,20.29,0.00,,,,
62,07/03/2021 03:23:17,20.50,0.00,,,,
63,07/03/2021 03:38:17,20.42,0.00,,,,
64,07/03/2021 03:53:17,20.07,0.00,,,,
65,07/03/2021 04:08:17,19.52,0.00,,,,
66,07/03/2021 04:23:17,19.35,0.00,,,,
67,07/03/2021 04:38:17,19.73,0.00,,,,
68,07/03/2021 04:53:17,19.82,0.00,,,,
69,07/03/2021 05:08:17,20.33,0.00,,,,
70,07/03/2021 05:23:17,20.33,0.00,,,,
71,07/03/2021 05:38:17,20.20,0.00,,,,
72,07/03/2021 05:53:17,20.25,0.00,,,,
73,07/03/2021 06:08:17,20.37,0.42,,,,
74,07/03/2021 06:23:17,20.29,11.68,,,,
75,07/03/2021 06:38:17,20.37,329.92,,,,
76,07/03/2021 06:53:17,20.16,1203.20,,,,
77,07/03/2021 07:08:17,20.72,3155.20,,,,
78,07/03/2021 07:23:17,20.63,4180.48,,,,
79,07/03/2021 07:38:17,21.10,5434.88,,,,
80,07/03/2021 07:53:17,21.83,8151.04,,,,
81,07/03/2021 08:08:17,22.35,10426.88,,,,
82,07/03/2021 08:23:17,23.21,12492.80,,,,
83,07/03/2021 08:38:17,23.64,13153.28,,,,
84,07/03/2021 08:53:17,23.51,12288.00,,,,
85,07/03/2021 09:08:17,25.31,19394.56,,,,
86,07/03/2021 09:23:17,25.35,27002.88,,,,
87,07/03/2021 09:38:17,29.43,39413.76,,,,
88,07/03/2021 09:53:17,31.61,32256.00,,,,
89,07/03/2021 10:08:17,30.63,33331.20,,,,
90,07/03/2021 10:23:17,34.75,43622.40,,,,
91,07/03/2021 10:38:17,38.01,31651.84,,,,
92,07/03/2021 10:53:17,34.79,30126.08,,,,
93,07/03/2021 11:08:17,34.02,27146.24,,,,
94,07/03/2021 11:23:17,45.43,104284.16,,,,
95,07/03/2021 11:38:17,39.85,30720.00,,,,
96,07/03/2021 11:53:17,35.73,32276.48,,,,
97,07/03/2021 12:08:17,47.62,42700.80,,,,
98,07/03/2021 12:23:17,45.39,115179.52,,,,
99,07/03/2021 12:38:17,47.79,38656.00,,,,
100,07/03/2021 12:53:17,46.72,55275.52,,,,
101,07/03/2021 13:08:17,49.03,66314.24,,,,
102,07/03/2021 13:23:17,50.83,113254.40,,,,
103,07/03/2021 13:38:17,55.64,100474.88,,,,
104,07/03/2021 13:53:17,61.95,99328.00,,,,
105,07/03/2021 14:08:17,43.46,34652.16,,,,
106,07/03/2021 14:23:17,59.76,120668.16,,,,
107,07/03/2021 14:38:17,48.73,36003.84,,,,
108,07/03/2021 14:53:17,51.91,114319.36,,,,
109,07/03/2021 15:08:17,59.76,110632.96,,,,
110,07/03/2021 15:23:17,52.85,110100.48,,,,
111,07/03/2021 15:38:17,46.07,29931.52,,,,
112,07/03/2021 15:53:17,49.20,97116.16,,,,
113,07/03/2021 16:08:17,54.48,98713.60,,,,
114,07/03/2021 16:23:17,58.38,89784.32,,,,
115,07/03/2021 16:38:17,60.01,90685.44,,,,
116,07/03/2021 16:53:17,40.15,22640.64,,,,
117,07/03/2021 17:08:17,50.53,109445.12,,,,
118,07/03/2021 17:23:17,38.56,26306.56,,,,
119,07/03/2021 17:38:17,37.32,22722.56,,,,
120,07/03/2021 17:53:17,48.22,63918.08,,,,
121,07/03/2021 18:08:17,45.04,18959.36,,,,
122,07/03/2021 18:23:17,37.54,41441.28,,,,
123,07/03/2021 18:38:17,37.11,49070.08,,,,
124,07/03/2021 18:53:17,43.16,42680.32,,,,
125,07/03/2021 19:08:17,42.73,35973.12,,,,
126,07/03/2021 19:23:17,32.04,10155.52,,,,
127,07/03/2021 19:38:17,27.97,6950.40,,,,
128,07/03/2021 19:53:17,26.64,5132.80,,,,
129,07/03/2021 20:08:17,26.72,5040.64,,,,
130,07/03/2021 20:23:17,25.82,3948.80,,,,
131,07/03/2021 20:38:17,24.58,2154.88,,,,
132,07/03/2021 20:53:17,23.98,845.44,,,,
133,07/03/2021 21:08:17,23.42,155.40,,,,
