#,Date-Time (CST),Ch: 1 - Temperature   (°C),Ch: 2 - Light   (lux),Button Down,Button Up,Host Connected,End of File
1,07/02/2021 12:03:47,33.16,48332.80,,,,
2,07/02/2021 12:18:47,31.57,41922.56,,,,
3,07/02/2021 12:33:47,34.62,75264.00,,,,
4,07/02/2021 12:48:47,33.03,50380.80,,,,
5,07/02/2021 13:03:47,36.42,90849.28,,,,
6,07/02/2021 13:18:47,43.28,147210.24,,,,
7,07/02/2021 13:33:47,38.14,65146.88,,,,
8,07/02/2021 13:48:47,35.43,45936.64,,,,
9,07/02/2021 14:03:47,37.11,54333.44,,,,
10,07/02/2021 14:18:47,34.66,46080.00,,,,
11,07/02/2021 14:33:47,32.56,41943.04,,,,
12,07/02/2021 14:48:47,30.97,36474.88,,,,
13,07/02/2021 15:03:47,29.77,27443.20,,,,
14,07/02/2021 15:18:47,29.08,27863.04,,,,
15,07/02/2021 15:33:47,29.98,30781.44,,,,
16,07/02/2021 15:48:47,29.34,22364.16,,,,
17,07/02/2021 16:03:47,27.32,12753.92,,,,
18,07/02/2021 16:18:47,25.01,26716.16,,,,
19,07/02/2021 16:33:47,23.64,13404.16,,,,
20,07/02/2021 16:48:47,22.69,6110.72,,,,
21,07/02/2021 17:03:47,22.65,7078.40,,,,
22,07/02/2021 17:18:47,22.35,5319.68,,,,
23,07/02/2021 17:33:47,22.09,4057.60,,,,
24,07/02/2021 17:48:47,22.01,4102.40,,,,
25,07/02/2021 18:03:47,21.88,3770.88,,,,
26,07/02/2021 18:18:47,21.92,4245.76,,,,
27,07/02/2021 18:33:47,22.09,4727.04,,,,
28,07/02/2021 18:48:47,22.26,5982.72,,,,
29,07/02/2021 19:03:47,22.52,7098.88,,,,
30,07/02/2021 19:18:47,22.52,6556.16,,,,
31,07/02/2021 19:33:47,22.86,8675.84,,,,
32,07/02/2021 19:48:47,22.73,8135.68,,,,
33,07/02/2021 20:03:47,22.48,7692.80,,,,
34,07/02/2021 20:18:47,23.29,8020.48,,,,
35,07/02/2021 20:33:47,22.65,5419.52,,,,
36,07/02/2021 20:48:47,22.01,2584.96,,,,
37,07/02/2021 21:03:47,21.58,406.08,,,,
38,07/02/2021 21:18:47,21.15,24.87,,,,
39,07/02/2021 21:33:47,20.89,1.49,,,,
40,07/02/2021 21:48:47,20.93,0.00,,,,
41,07/02/2021 22:03:47,20.98,0.00,,,,
42,07/02/2021 22:18:47,20.98,0.00,,,,
43,07/02/2021 22:33:47,20.98,0.00,,,,
44,07/02/2021 22:48:47,21.06,0.00,,,,
45,07/02/2021 23:03:47,21.02,0.00,,,,
46,07/02/2021 23:18:47,21.15,0.00,,,,
47,07/02/2021 23:33:47,21.10,0.21,,,,
48,07/02/2021 23:48:47,21.10,0.00,,,,
49,07/03/2021 00:03:47,20.93,0.00,,,,
50,07/03/2021 00:18:47,20.93,0.00,,,,
51,07/03/2021 00:33:47,21.10,0.00,,,,
52,07/03/2021 00:48:47,20.89,0.00,,,,
53,07/03/2021 01:03:47,21.06,0.00,,,,
54,07/03/2021 01:18:47,21.02,0.00,,,,
55,07/03/2021 01:33:47,21.06,0.21,,,,
56,07/03/2021 01:48:47,21.10,0.00,,,,
57,07/03/2021 02:03:47,21.06,0.00,,,,
