#,Date-Time (CST),Ch: 1 - Temperature   (°C),Ch: 2 - Light   (lux),Button Down,Button Up,Host Connected,End of File
1,07/02/2021 11:56:57,34.75,52203.52,,,,
2,07/02/2021 12:11:57,31.70,43458.56,,,,
3,07/02/2021 12:26:57,32.26,47616.00,,,,
4,07/02/2021 12:41:57,34.62,51773.44,,,,
5,07/02/2021 12:56:57,34.53,76206.08,,,,
6,07/02/2021 13:11:57,39.47,123699.20,,,,
7,07/02/2021 13:26:57,44.91,87408.64,,,,
8,07/02/2021 13:41:57,35.86,78274.56,,,,
9,07/02/2021 13:56:57,36.81,95191.04,,,,
10,07/02/2021 14:11:57,35.60,54558.72,,,,
11,07/02/2021 14:26:57,33.97,38615.04,,,,
12,07/02/2021 14:41:57,31.79,37283.84,,,,
13,07/02/2021 14:56:57,30.03,31303.68,,,,
14,07/02/2021 15:11:57,29.56,30464.00,,,,
15,07/02/2021 15:26:57,29.73,32378.88,,,,
16,07/02/2021 15:41:57,29.64,26685.44,,,,
17,07/02/2021 15:56:57,28.44,13624.32,,,,
18,07/02/2021 16:11:57,25.99,12595.20,,,,
19,07/02/2021 16:26:57,24.58,21719.04,,,,
20,07/02/2021 16:41:57,22.82,6190.08,,,,
21,07/02/2021 16:56:57,22.78,6261.76,,,,
22,07/02/2021 17:11:57,22.69,6622.72,,,,
23,07/02/2021 17:26:57,22.35,4407.04,,,,
24,07/02/2021 17:41:57,22.13,4730.88,,,,
25,07/02/2021 17:56:57,22.05,3985.92,,,,
26,07/02/2021 18:11:57,21.92,3847.68,,,,
27,07/02/2021 18:26:57,22.05,4230.40,,,,
28,07/02/2021 18:41:57,22.22,5468.16,,,,
29,07/02/2021 18:56:57,22.48,7257.60,,,,
30,07/02/2021 19:11:57,22.56,6812.16,,,,
31,07/02/2021 19:26:57,22.73,7434.24,,,,
32,07/02/2021 19:41:57,22.99,9861.12,,,,
33,07/02/2021 19:56:57,22.52,7093.76,,,,
34,07/02/2021 20:11:57,22.61,7518.72,,,,
35,07/02/2021 20:26:57,23.08,6996.48,,,,
36,07/02/2021 20:41:57,22.31,3527.68,,,,
37,07/02/2021 20:56:57,21.83,1137.92,,,,
38,07/02/2021 21:11:57,21.36,88.04,,,,
39,07/02/2021 21:26:57,21.02,4.72,,,,
40,07/02/2021 21:41:57,21.10,0.00,,,,
41,07/02/2021 21:56:57,20.98,0.00,,,,
42,07/02/2021 22:11:57,20.98,0.00,,,,
43,07/02/2021 22:26:57,21.10,0.00,,,,
44,07/02/2021 22:41:57,20.98,0.00,,,,
45,07/02/2021 22:56:57,21.06,0.00,,,,
46,07/02/2021 23:11:57,21.19,0.00,,,,
47,07/02/2021 23:26:57,21.23,0.00,,,,
48,07/02/2021 23:41:57,21.28,0.00,,,,
49,07/02/2021 23:56:57,21.19,0.00,,,,
50,07/03/2021 00:11:57,20.98,0.00,,,,
51,07/03/2021 00:26:57,20.98,0.00,,,,
52,07/03/2021 00:41:57,21.10,0.00,,,,
53,07/03/2021 00:56:57,21.06,0.00,,,,
54,07/03/2021 01:11:57,21.10,0.00,,,,
55,07/03/2021 01:26:57,21.02,0.00,,,,
56,07/03/2021 01:41:57,21.23,0.00,,,,
57,07/03/2021 01:56:57,21.10,0.00,,,,
58,07/03/2021 02:11:57,21.28,0.00,,,,
59,07/03/2021 02:26:57,21.23,0.00,,,,
60,07/03/2021 02:41:57,21.19,0.00,,,,
61,07/03/2021 02:56:57,20.85,0.00,,,,
62,07/03/2021 03:11:57,20.55,0.00,,,,
63,07/03/2021 03:26:57,20.89,0.00,,,,
64,07/03/2021 03:41:57,20.72,0.00,,,,
65,07/03/2021 03:56:57,20.25,0.00,,,,
66,07/03/2021 04:11:57,19.86,0.00,,,,
67,07/03/2021 04:26:57,20.03,0.00,,,,
68,07/03/2021 04:41:57,20.03,0.00,,,,
69,07/03/2021 04:56:57,20.29,0.00,,,,
70,07/03/2021 05:11:57,20.55,0.00,,,,
71,07/03/2021 05:26:57,20.29,0.00,,,,
72,07/03/2021 05:41:57,20.42,0.00,,,,
73,07/03/2021 05:56:57,20.37,0.00,,,,
74,07/03/2021 06:11:57,20.42,1.22,,,,
75,07/03/2021 06:26:57,20.42,30.57,,,,
76,07/03/2021 06:41:57,20.42,524.80,,,,
77,07/03/2021 06:56:57,20.37,2216.96,,,,
78,07/03/2021 07:11:57,20.80,3536.64,,,,
79,07/03/2021 07:26:57,20.80,5260.80,,,,
80,07/03/2021 07:41:57,21.06,6225.92,,,,
81,07/03/2021 07:56:57,21.75,9822.72,,,,
82,07/03/2021 08:11:57,22.43,11914.24,,,,
83,07/03/2021 08:26:57,23.12,15191.04,,,,
84,07/03/2021 08:41:57,23.29,12288.00,,,,
85,07/03/2021 08:56:57,23.76,20633.60,,,,
86,07/03/2021 09:11:57,24.15,15590.40,,,,
87,07/03/2021 09:26:57,25.52,27627.52,,,,
88,07/03/2021 09:41:57,30.89,76206.08,,,,
89,07/03/2021 09:56:57,29.00,30679.04,,,,
90,07/03/2021 10:11:57,29.26,32184.32,,,,
91,07/03/2021 10:26:57,35.00,61440.00,,,,
92,07/03/2021 10:41:57,35.48,80752.64,,,,
93,07/03/2021 10:56:57,32.64,87654.40,,,,
94,07/03/2021 11:11:57,30.11,29644.80,,,,
95,07/03/2021 11:26:57,42.68,102809.60,,,,
96,07/03/2021 11:41:57,32.64,32389.12,,,,
97,07/03/2021 11:56:57,33.72,42516.48,,,,
98,07/03/2021 12:11:57,42.25,114032.64,,,,
99,07/03/2021 12:26:57,40.67,83578.88,,,,
100,07/03/2021 12:41:57,36.76,64757.76,,,,
101,07/03/2021 12:56:57,41.87,118743.04,,,,
102,07/03/2021 13:11:57,38.69,74096.64,,,,
103,07/03/2021 13:26:57,45.56,118538.24,,,,
104,07/03/2021 13:41:57,47.49,102359.04,,,,
105,07/03/2021 13:56:57,43.24,35584.00,,,,
106,07/03/2021 14:11:57,34.06,37253.12,,,,
