#,Date-Time (CST),Ch: 1 - Temperature   (°C),Ch: 2 - Light   (lux),Button Down,Button Up,Host Connected,End of File
1,7/2/2021 12:02,33.12,42762.24,,,,
2,7/2/2021 12:17,32.73,42147.84,,,,
3,7/2/2021 12:32,34.96,74690.56,,,,
4,7/2/2021 12:47,33.8,50708.48,,,,
5,7/2/2021 13:02,36.76,94617.6,,,,
6,7/2/2021 13:17,41.87,145571.84,,,,
7,7/2/2021 13:32,38.74,78725.12,,,,
8,7/2/2021 13:47,35.95,48926.72,,,,
9,7/2/2021 14:02,37.45,56565.76,,,,
10,7/2/2021 14:17,35.13,46551.04,,,,
11,7/2/2021 14:32,33.25,40253.44,,,,
12,7/2/2021 14:47,32.09,36065.28,,,,
13,7/2/2021 15:02,30.37,29020.16,,,,
14,7/2/2021 15:17,29.9,26173.44,,,,
15,7/2/2021 15:32,30.63,32563.2,,,,
16,7/2/2021 15:47,30.16,21319.68,,,,
17,7/2/2021 16:02,27.8,13634.56,,,,
18,7/2/2021 16:17,25.65,28405.76,,,,
19,7/2/2021 16:32,24.11,12933.12,,,,
20,7/2/2021 16:47,22.95,6026.24,,,,
21,7/2/2021 17:02,22.99,7014.4,,,,
22,7/2/2021 17:17,22.69,5562.88,,,,
23,7/2/2021 17:32,22.43,4157.44,,,,
24,7/2/2021 17:47,22.26,4280.32,,,,
25,7/2/2021 18:02,22.13,4024.32,,,,
26,7/2/2021 18:17,22.22,4629.76,,,,
27,7/2/2021 18:32,22.31,4852.48,,,,
28,7/2/2021 18:47,22.48,7385.6,,,,
29,7/2/2021 19:02,22.78,8773.12,,,,
30,7/2/2021 19:17,22.82,8289.28,,,,
31,7/2/2021 19:32,23.12,10639.36,,,,
32,7/2/2021 19:47,23.03,10170.88,,,,
33,7/2/2021 20:02,22.73,9054.72,,,,
34,7/2/2021 20:17,24.75,16742.4,,,,
35,7/2/2021 20:32,23.08,7132.16,,,,
36,7/2/2021 20:47,22.31,3456,,,,
