#,Date-Time (CST),Ch: 1 - Temperature   (°C),Ch: 2 - Light   (lux),Button Down,Button Up,Host Connected,End of File
1,07/02/2021 11:39:26,32.69,43622.40,,,,
2,07/02/2021 11:54:26,36.16,67502.08,,,,
3,07/02/2021 12:09:26,33.25,44421.12,,,,
4,07/02/2021 12:24:26,32.86,49827.84,,,,
5,07/02/2021 12:39:26,36.08,61132.80,,,,
6,07/02/2021 12:54:26,34.36,59330.56,,,,
7,07/02/2021 13:09:26,38.69,81203.20,,,,
8,07/02/2021 13:24:26,46.24,156098.56,,,,
9,07/02/2021 13:39:26,35.95,52346.88,,,,
10,07/02/2021 13:54:26,36.72,72376.32,,,,
11,07/02/2021 14:09:26,36.85,61521.92,,,,
12,07/02/2021 14:24:26,34.88,46817.28,,,,
13,07/02/2021 14:39:26,33.03,36976.64,,,,
14,07/02/2021 14:54:26,31.06,34078.72,,,,
15,07/02/2021 15:09:26,30.03,30228.48,,,,
16,07/02/2021 15:24:26,30.33,33085.44,,,,
17,07/02/2021 15:39:26,30.67,28661.76,,,,
18,07/02/2021 15:54:26,29.43,15672.32,,,,
19,07/02/2021 16:09:26,26.94,11873.28,,,,
20,07/02/2021 16:24:26,25.31,24913.92,,,,
21,07/02/2021 16:39:26,23.25,7127.04,,,,
22,07/02/2021 16:54:26,22.86,6205.44,,,,
23,07/02/2021 17:09:26,22.91,6814.72,,,,
24,07/02/2021 17:24:26,22.52,5026.56,,,,
25,07/02/2021 17:39:26,22.22,4759.04,,,,
26,07/02/2021 17:54:26,22.09,4067.84,,,,
27,07/02/2021 18:09:26,21.96,3729.92,,,,
28,07/02/2021 18:24:26,22.09,4240.64,,,,
29,07/02/2021 18:39:26,22.31,5427.20,,,,
30,07/02/2021 18:54:26,22.52,7040.00,,,,
31,07/02/2021 19:09:26,22.69,7114.24,,,,
32,07/02/2021 19:24:26,22.82,7262.72,,,,
33,07/02/2021 19:39:26,23.12,10035.20,,,,
34,07/02/2021 19:54:26,22.69,7155.20,,,,
35,07/02/2021 20:09:26,22.65,7534.08,,,,
36,07/02/2021 20:24:26,23.38,7641.60,,,,
37,07/02/2021 20:39:26,22.56,4044.80,,,,
38,07/02/2021 20:54:26,21.96,1553.92,,,,
39,07/02/2021 21:09:26,21.36,134.56,,,,
40,07/02/2021 21:24:26,21.06,8.47,,,,
41,07/02/2021 21:39:26,20.93,0.00,,,,
42,07/02/2021 21:54:26,20.93,0.00,,,,
43,07/02/2021 22:09:26,20.93,0.00,,,,
44,07/02/2021 22:24:26,21.02,0.00,,,,
45,07/02/2021 22:39:26,20.93,0.00,,,,
46,07/02/2021 22:54:26,20.93,0.00,,,,
47,07/02/2021 23:09:26,21.15,0.00,,,,
48,07/02/2021 23:24:26,21.19,0.00,,,,
49,07/02/2021 23:39:26,21.19,0.00,,,,
50,07/02/2021 23:54:26,21.19,0.00,,,,
51,07/03/2021 00:09:26,20.98,0.00,,,,
52,07/03/2021 00:24:26,21.02,0.00,,,,
53,07/03/2021 00:39:26,21.02,0.00,,,,
54,07/03/2021 00:54:26,20.93,0.00,,,,
55,07/03/2021 01:09:26,21.02,0.00,,,,
56,07/03/2021 01:24:26,21.02,0.00,,,,
57,07/03/2021 01:39:26,21.15,0.00,,,,
58,07/03/2021 01:54:26,21.06,0.00,,,,
59,07/03/2021 02:09:26,21.15,0.00,,,,
60,07/03/2021 02:24:26,21.15,0.00,,,,
61,07/03/2021 02:39:26,21.10,0.00,,,,
62,07/03/2021 02:54:26,20.85,0.00,,,,
63,07/03/2021 03:09:26,20.50,0.00,,,,
64,07/03/2021 03:24:26,20.85,0.00,,,,
65,07/03/2021 03:39:26,20.63,0.00,,,,
66,07/03/2021 03:54:26,20.25,0.00,,,,
67,07/03/2021 04:09:26,19.90,0.00,,,,
68,07/03/2021 04:24:26,19.86,0.00,,,,
69,07/03/2021 04:39:26,20.07,0.00,,,,
70,07/03/2021 04:54:26,20.20,0.00,,,,
71,07/03/2021 05:09:26,20.46,0.00,,,,
72,07/03/2021 05:24:26,20.29,0.00,,,,
73,07/03/2021 05:39:26,20.33,0.00,,,,
74,07/03/2021 05:54:26,20.29,0.00,,,,
75,07/03/2021 06:09:26,20.37,0.21,,,,
76,07/03/2021 06:24:26,20.37,13.81,,,,
77,07/03/2021 06:39:26,20.37,419.04,,,,
78,07/03/2021 06:54:26,20.25,1443.84,,,,
79,07/03/2021 07:09:26,20.59,3668.48,,,,
80,07/03/2021 07:24:26,20.63,4789.76,,,,
81,07/03/2021 07:39:26,21.06,5772.80,,,,
82,07/03/2021 07:54:26,21.70,9159.68,,,,
83,07/03/2021 08:09:26,22.43,11545.60,,,,
84,07/03/2021 08:24:26,23.25,13578.24,,,,
85,07/03/2021 08:39:26,23.64,13926.40,,,,
